total time to compute on CPU: 0.060341
total time to compute on GPU: 0.266907
Is the host computation the same as the GPU computation? : True
         182007 function calls (177101 primitive calls) in 3.964 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 driver.py:157(_add_functionality)
        2    0.000    0.000    0.000    0.000 threading.py:260(__init__)
       11    0.000    0.000    0.000    0.000 opcode.py:31(name_op)
       27    0.000    0.000    0.000    0.000 decimal.py:3809(<genexpr>)
        1    0.000    0.000    0.000    0.000 polynomial.py:1005(poly1d)
        1    0.000    0.000    0.000    0.000 threading.py:576(set)
       94    0.000    0.000    0.000    0.000 pyparsing.py:4890(<genexpr>)
       77    0.000    0.000    0.000    0.000 stat.py:24(S_IFMT)
        1    0.000    0.000    0.000    0.000 _dtype.py:5(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:137(_declare_state)
        9    0.000    0.000    0.000    0.000 {numpy.seterrobj}
        1    0.000    0.000    0.000    0.000 decorators.py:15(<module>)
        4    0.000    0.000    0.000    0.000 {method 'splitlines' of 'unicode' objects}
        1    0.000    0.000    0.000    0.000 weakref.py:48(__init__)
       10    0.000    0.000    0.000    0.000 pyparsing.py:2963(__str__)
        2    0.000    0.000    0.000    0.000 copy_reg.py:14(pickle)
        1    0.000    0.000    0.000    0.000 numeric.py:175(ones)
        4    0.000    0.000    0.000    0.000 six.py:80(_import_module)
        1    0.000    0.000    0.000    0.000 threading.py:561(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2991(__init__)
        1    0.000    0.000    0.000    0.000 _internal.py:242(_missing_ctypes)
        4    0.000    0.000    0.000    0.000 numeric.py:3054(__init__)
        2    0.000    0.000    0.000    0.000 array.py:63(is_c_contiguous_strides)
        1    0.000    0.000    0.000    0.000 defmatrix.py:74(matrix)
       46    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
       42    0.000    0.000    0.000    0.000 six.py:184(find_module)
        4    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:2561(Distribution)
        3    0.000    0.000    0.000    0.000 {numpy.zeros}
        2    0.000    0.000    0.000    0.000 pyparsing.py:755(copy)
       12    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        2    0.000    0.000    0.000    0.000 subprocess.py:438(__del__)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
       30    0.000    0.000    0.000    0.000 decorator.py:66(iscoroutinefunction)
        1    0.000    0.000    0.000    0.000 {pycuda._pvt_struct.pack}
       14    0.000    0.000    0.000    0.000 inspect.py:331(_searchbases)
        3    0.000    0.000    0.000    0.000 {binascii.hexlify}
        5    0.000    0.000    0.000    0.000 inspect.py:59(isclass)
        1    0.000    0.000    0.000    0.000 <string>:1(FullArgSpec)
       16    0.000    0.000    0.000    0.000 pyparsing.py:2751(charsAsStr)
        2    0.000    0.000    0.000    0.000 six.py:114(_resolve)
       16    0.000    0.000    0.000    0.000 _string_helpers.py:44(english_upper)
        1    0.000    0.000    0.000    0.000 <string>:1(Attribute)
        7    0.000    0.000    0.000    0.000 pyparsing.py:4825(tokenMap)
       27    0.000    0.000    0.000    0.000 decimal.py:3816(<genexpr>)
       56    0.000    0.000    0.000    0.000 version.py:54(<lambda>)
        1    0.000    0.000    0.000    0.000 subprocess.py:297(Popen)
        1    0.000    0.000    0.000    0.000 _version.py:7(<module>)
       19    0.000    0.000    0.000    0.000 __init__.py:75(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(Traceback)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3368(And)
       56    0.000    0.000    0.000    0.000 version.py:48(<lambda>)
        3    0.000    0.000    0.000    0.000 fromnumeric.py:70(<dictcomp>)
       38    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        4    0.000    0.000    0.000    0.000 re.py:208(escape)
       18    0.000    0.000    0.000    0.000 __init__.py:3152(_always_object)
       13    0.000    0.000    0.000    0.000 _internal.py:854(npy_ctypes_check)
        1    0.000    0.000    0.000    0.000 chebyshev.py:2118(Chebyshev)
        1    0.000    0.000    0.000    0.000 calendar.py:47(_localized_month)
        1    0.000    0.000    0.000    0.000 __init__.py:2093(ProcessLogger)
        2    0.000    0.000    0.000    0.000 six.py:119(_resolve)
       65    0.000    0.000    0.000    0.000 version.py:332(_parse_local_version)
        2    0.000    0.000    0.000    0.000 subprocess.py:1050(_handle_exitstatus)
       15    0.000    0.000    0.000    0.000 UserDict.py:103(__contains__)
        1    0.000    0.000    0.000    0.000 {_ctypes.dlopen}
       27    0.000    0.000    0.000    0.000 _add_newdocs.py:6669(<genexpr>)
        1    0.000    0.000    0.000    0.000 case.py:178(__init__)
       18    0.000    0.000    0.000    0.000 {numpy.geterrobj}
        1    0.000    0.000    0.000    0.000 posixpath.py:251(expanduser)
        3    0.000    0.000    0.000    0.000 tools.py:386(declarator)
        1    0.000    0.000    0.000    0.000 StringIO.py:30(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:324(ParseResults)
        6    0.000    0.000    0.000    0.000 six.py:126(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(Arguments)
        1    0.000    0.000    0.000    0.000 pickle.py:171(Pickler)
        1    0.000    0.000    0.000    0.000 __init__.py:1400(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(ArgInfo)
       17    0.000    0.000    0.000    0.000 {method 'get' of 'dictproxy' objects}
       26    0.000    0.000    0.000    0.000 pyparsing.py:458(__bool__)
       16    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 pyparsing.py:433(__delitem__)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
       15    0.000    0.000    0.000    0.000 __init__.py:668(__iter__)
        3    0.000    0.000    0.000    0.000 tools.py:389(struct_char)
       24    0.000    0.000    0.000    0.000 __init__.py:1934(__init__)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 <string>:1(ModuleInfo)
        4    0.000    0.000    0.000    0.000 os.py:512(getenv)
       53    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {posix.getcwd}
        1    0.000    0.000    0.000    0.000 pyparsing.py:4335(__init__)
        1    0.000    0.000    0.000    0.000 specifiers.py:21(BaseSpecifier)
        1    0.000    0.000    0.000    0.000 tempfile.py:221(_get_candidate_names)
        5    0.000    0.000    0.000    0.000 {time.time}
        4    0.000    0.000    0.000    0.000 codecs.py:302(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(ArgSpec)
        6    0.000    0.000    0.000    0.000 opcode.py:35(jrel_op)
        1    0.000    0.000    0.000    0.000 hermite.py:1819(Hermite)
        1    0.000    0.000    0.000    0.000 <string>:1(Mismatch)
        1    0.000    0.000    0.000    0.000 zipfile.py:709(ZipFile)
        1    0.000    0.000    0.000    0.000 random.py:72(Random)
        4    0.000    0.000    0.000    0.000 stat.py:49(S_ISREG)
        4    0.000    0.000    0.000    0.000 {posix.getpid}
        1    0.000    0.000    0.000    0.000 laguerre.py:1769(Laguerre)
        1    0.000    0.000    0.000    0.000 <string>:1(DecimalTuple)
        1    0.000    0.000    0.000    0.000 <string>:1(Match)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1567(resetCache)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:47(PytestTester)
        2    0.000    0.000    0.000    0.000 appdirs.py:407(AppDirs)
        1    0.000    0.000    0.000    0.000 <string>:1(_Version)
       12    0.000    0.000    0.000    0.000 {method 'groupdict' of '_sre.SRE_Match' objects}
       32    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 compiler.py:26(_new_md5)
        1    0.000    0.000    0.000    0.000 legendre.py:1804(Legendre)
        1    0.000    0.000    0.000    0.000 ssl.py:530(SSLSocket)
        4    0.000    0.000    0.000    0.000 stride_tricks.py:21(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4160(__init__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3015(parseImpl)
       11    0.000    0.000    0.000    0.000 {delattr}
        1    0.000    0.000    0.000    0.000 <string>:1(SplitResult)
        1    0.000    0.000    0.000    0.000 compiler.py:271(_bind_module)
        7    0.000    0.000    0.000    0.000 pyparsing.py:4197(__str__)
        1    0.000    0.000    0.000    0.000 __init__.py:1119(Logger)
        1    0.000    0.000    0.000    0.000 __init__.py:1134(__init__)
        2    0.000    0.000    0.000    0.000 getlimits.py:522(max)
       24    0.000    0.000    0.000    0.000 {method 'startswith' of 'unicode' objects}
        1    0.000    0.000    0.000    0.000 hermite_e.py:1812(HermiteE)
        1    0.000    0.000    0.000    0.000 __init__.py:1383(NullProvider)
        1    0.000    0.000    0.000    0.000 <string>:1(DefaultVerifyPaths)
        1    0.000    0.000    0.000    0.000 _inspect.py:7(<module>)
        5    0.000    0.000    0.000    0.000 pyparsing.py:3032(__str__)
        6    0.000    0.000    0.000    0.000 opcode.py:39(jabs_op)
        1    0.000    0.000    0.000    0.000 __init__.py:663(Handler)
        1    0.000    0.000    0.000    0.000 numbers.py:270(Rational)
       31    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        1    0.000    0.000    0.000    0.000 decorator.py:80(FunctionMaker)
        1    0.000    0.000    0.000    0.000 {posix.mkdir}
        2    0.000    0.000    0.000    0.000 {gc.enable}
       23    0.000    0.000    0.000    0.000 overrides.py:179(array_function_from_dispatcher)
        1    0.000    0.000    0.000    0.000 collections.py:38(OrderedDict)
        1    0.000    0.000    0.000    0.000 __init__.py:1679(ProgressBar)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 getlimits.py:444(iinfo)
        2    0.000    0.000    0.000    0.000 numeric.py:541(asanyarray)
        2    0.000    0.000    0.000    0.000 {_hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 <string>:1(manifest_mod)
        1    0.000    0.000    0.000    0.000 requirements.py:54(<lambda>)
        2    0.000    0.000    0.000    0.000 os.py:472(__setitem__)
        2    0.000    0.000    0.000    0.000 characterize.py:8(platform_bits)
        1    0.000    0.000    0.000    0.000 threading.py:400(notifyAll)
        1    0.000    0.000    0.000    0.000 _abcoll.py:63(__subclasshook__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3151(__init__)
       27    0.000    0.000    0.000    0.000 pyparsing.py:317(__getitem__)
       38    0.000    0.000    0.000    0.000 {_ctypes.sizeof}
       61    0.000    0.000    0.000    0.000 pyparsing.py:1366(postParse)
        1    0.000    0.000    0.000    0.000 six.py:469(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 {numpy.copyto}
        1    0.000    0.000    0.000    0.000 ssl.py:511(_get_https_context_factory)
        2    0.000    0.000    0.000    0.000 six.py:195(load_module)
       11    0.000    0.000    0.000    0.000 pyparsing.py:506(haskeys)
        1    0.000    0.000    0.000    0.000 io.py:79(TextIOBase)
        1    0.000    0.000    0.000    0.000 {numpy.result_type}
       12    0.000    0.000    0.000    0.000 {method 'lower' of 'unicode' objects}
        1    0.000    0.000    0.000    0.000 six.py:493(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 _iotools.py:270(NameValidator)
       26    0.000    0.000    0.000    0.000 {sys.exc_info}
        1    0.000    0.000    0.000    0.000 tempfile.py:519(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 markers.py:71(Op)
        1    0.000    0.000    0.000    0.000 utils.py:2022(suppress_warnings)
        2    0.000    0.000    0.000    0.000 tools.py:380(declarator)
        7    0.000    0.000    0.000    0.000 dtypes.py:98(dtype_to_ctype)
        1    0.000    0.000    0.000    0.000 {method 'hexdigest' of '_hashlib.HASH' objects}
        1    0.000    0.000    0.000    0.000 {posix.sysconf}
        1    0.000    0.000    0.000    0.000 <string>:1(_ASN1Object)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:63(<setcomp>)
        6    0.000    0.000    0.000    0.000 threading.py:59(__init__)
       16    0.000    0.000    0.000    0.000 _dtype.py:36(_kind_name)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3184(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3199(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6255(MaskedConstant)
        1    0.000    0.000    0.000    0.000 feedparser.py:158(FeedParser)
        1    0.000    0.000    0.000    0.000 nosetester.py:115(NoseTester)
        2    0.000    0.000    0.000    0.000 os.py:496(__delitem__)
       14    0.000    0.000    0.000    0.000 __init__.py:921(_added_new)
        1    0.000    0.000    0.000    0.000 __init__.py:1619(_register)
        1    0.000    0.000    0.000    0.000 _abcoll.py:24(_hasattr)
        1    0.000    0.000    0.000    0.000 charset.py:156(Charset)
        1    0.000    0.000    0.000    0.000 threading.py:373(notify)
        1    0.000    0.000    0.000    0.000 main.py:63(TestProgram)
        2    0.000    0.000    0.000    0.000 tempfile.py:120(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:356(FakeList)
        1    0.000    0.000    0.000    0.000 utils.py:994(SafeEval)
       12    0.000    0.000    0.000    0.000 {method 'fileno' of 'file' objects}
        1    0.000    0.000    0.000    0.000 calendar.py:126(Calendar)
        1    0.000    0.000    0.000    0.000 warnings.py:96(simplefilter)
        1    0.000    0.000    0.000    0.000 __init__.py:553(WorkingSet)
        5    0.000    0.000    0.000    0.000 tools.py:350(__init__)
        3    0.000    0.000    0.000    0.000 index_tricks.py:310(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1697(ZipProvider)
        1    0.000    0.000    0.000    0.000 calendar.py:66(_localized_day)
        1    0.000    0.000    0.000    0.000 threading.py:255(_Condition)
        1    0.000    0.000    0.000    0.000 random.py:657(WichmannHill)
        1    0.000    0.000    0.000    0.000 _internal.py:251(_ctypes)
        2    0.000    0.000    0.000    0.000 core.py:6347(__setattr__)
        1    0.000    0.000    0.000    0.000 numeric.py:3069(_setdef)
        1    0.000    0.000    0.000    0.000 records.py:220(record)
        1    0.000    0.000    0.000    0.000 specifiers.py:589(SpecifierSet)
        2    0.000    0.000    0.000    0.000 array.py:38(c_contiguous_strides)
        2    0.000    0.000    0.000    0.000 array.py:28(f_contiguous_strides)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        8    0.000    0.000    0.000    0.000 getlimits.py:92(_register_type)
        1    0.000    0.000    0.000    0.000 posixpath.py:82(split)
        1    0.000    0.000    0.000    0.000 core.py:1328(make_mask_descr)
       13    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 pyparsing.py:1298(addCondition)
        1    0.000    0.000    0.000    0.000 __init__.py:1125(ResourceManager)
       20    0.000    0.000    0.000    0.000 {method 'zfill' of 'str' objects}
       14    0.000    0.000    0.000    0.000 pkgutil.py:170(__init__)
       16    0.000    0.000    0.000    0.000 {method 'strip' of 'unicode' objects}
        1    0.000    0.000    0.000    0.000 keyword.py:11(<module>)
        1    0.000    0.000    0.000    0.000 urllib.py:120(URLopener)
        1    0.000    0.000    0.000    0.000 collections.py:407(Counter)
        2    0.000    0.000    0.000    0.000 _abcoll.py:548(update)
        4    0.000    0.000    0.000    0.000 stride_tricks.py:26(_maybe_view_as_subclass)
        7    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        2    0.000    0.000    0.000    0.000 six.py:159(_resolve)
        7    0.000    0.000    0.000    0.000 case.py:608(_deprecate)
        1    0.000    0.000    0.000    0.000 {posix.uname}
        1    0.000    0.000    0.000    0.000 _iotools.py:170(LineSplitter)
        2    0.000    0.000    0.000    0.000 {posix.putenv}
        1    0.000    0.000    0.000    0.000 pyparsing.py:4163(__lshift__)
        1    0.000    0.000    0.000    0.000 _globals.py:67(__new__)
        1    0.000    0.000    0.000    0.000 specifiers.py:591(__init__)
        5    0.000    0.000    0.000    0.000 six.py:181(_get_module)
       30    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        2    0.000    0.000    0.000    0.000 atexit.py:37(register)
        1    0.000    0.000    0.000    0.000 index_tricks.py:515(__init__)
        1    0.000    0.000    0.000    0.000 plistlib.py:393(PlistParser)
       10    0.000    0.000    0.000    0.000 _pytesttester.py:72(__init__)
       10    0.000    0.000    0.000    0.000 pyparsing.py:315(__init__)
        2    0.000    0.000    0.000    0.000 arrayprint.py:1571(set_string_function)
        1    0.000    0.000    0.000    0.000 extras.py:1489(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3914(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2975(CharsNotIn)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        4    0.000    0.000    0.000    0.000 appdirs.py:17(<genexpr>)
        6    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 StringIO.py:42(StringIO)
        1    0.000    0.000    0.000    0.000 index_tricks.py:251(__init__)
        6    0.000    0.000    0.000    0.000 case.py:208(addTypeEqualityFunc)
       16    0.000    0.000    0.000    0.000 {iter}
        1    0.000    0.000    0.000    0.000 __init__.py:156(py_object)
       16    0.000    0.000    0.000    0.000 __init__.py:2595(_reload_version)
        1    0.000    0.000    0.000    0.000 zipfile.py:262(ZipInfo)
        8    0.000    0.000    0.000    0.000 six.py:80(_add_doc)
        4    0.000    0.000    0.000    0.000 mixins.py:55(_unary_method)
        1    0.000    0.000    0.000    0.000 index_tricks.py:109(nd_grid)
        1    0.000    0.000    0.000    0.000 tools.py:237(DeviceData)
        1    0.000    0.000    0.000    0.000 _internal.py:219(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 core.py:1314(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        2    0.000    0.000    0.000    0.000 {posix.unsetenv}
        1    0.000    0.000    0.000    0.000 __init__.py:10(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:258(VersionConflict)
        1    0.000    0.000    0.000    0.000 calendar.py:537(LocaleHTMLCalendar)
        8    0.000    0.000    0.000    0.000 six.py:75(_add_doc)
      2/1    0.000    0.000    0.000    0.000 {hash}
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
        4    0.000    0.000    0.000    0.000 {method 'split' of 'unicode' objects}
       20    0.000    0.000    0.000    0.000 __init__.py:15(search_path)
        1    0.000    0.000    0.000    0.000 __init__.py:64(install)
        1    0.000    0.000    0.000    0.000 UserDict.py:4(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:693(_asStringList)
       11    0.000    0.000    0.000    0.000 {thread.allocate_lock}
        8    0.000    0.000    0.000    0.000 __init__.py:2334(_cygwin_patch)
        3    0.000    0.000    0.000    0.000 core.py:1361(getmask)
        4    0.000    0.000    0.000    0.000 {built-in method register}
        5    0.000    0.000    0.000    0.000 six.py:186(_get_module)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1228(DatetimeFormat)
       12    0.000    0.000    0.000    0.000 posixpath.py:44(normcase)
        2    0.000    0.000    0.000    0.000 {strop.maketrans}
        1    0.000    0.000    0.000    0.000 info.py:156(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:239(_fileobject)
        1    0.000    0.000    0.000    0.000 index_tricks.py:545(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:108(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3923(ZeroOrMore)
        1    0.000    0.000    0.000    0.000 __about__.py:4(<module>)
        1    0.000    0.000    0.000    0.000 core.py:6059(mvoid)
        1    0.000    0.000    0.000    0.000 _internal.py:872(recursive)
        7    0.000    0.000    0.000    0.000 __future__.py:75(__init__)
        1    0.000    0.000    0.000    0.000 loader.py:38(TestLoader)
        1    0.000    0.000    0.000    0.000 _compat.py:4(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:46(any)
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
        4    0.000    0.000    0.000    0.000 sre_parse.py:225(isdigit)
        1    0.000    0.000    0.000    0.000 py3k.py:200(os_PathLike)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 index_tricks.py:294(__init__)
        1    0.000    0.000    0.000    0.000 runner.py:28(TextTestResult)
        1    0.000    0.000    0.000    0.000 {method 'write' of 'file' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:347(Formatter)
        1    0.000    0.000    0.000    0.000 six.py:124(_LazyModule)
       17    0.000    0.000    0.000    0.000 {thread.get_ident}
        1    0.000    0.000    0.000    0.000 prefork.py:15(DirectForker)
        1    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:1022(__init__)
        4    0.000    0.000    0.000    0.000 core.py:6259(__has_singleton)
        1    0.000    0.000    0.000    0.000 tools.py:55(DebugMemoryPool)
        1    0.000    0.000    0.000    0.000 __init__.py:177(_checkLevel)
        1    0.000    0.000    0.000    0.000 six.py:108(MovedModule)
        4    0.000    0.000    0.000    0.000 __init__.py:3(<genexpr>)
        1    0.000    0.000    0.000    0.000 difflib.py:44(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 __init__.py:329(CDLL)
        1    0.000    0.000    0.000    0.000 threading.py:285(__enter__)
        2    0.000    0.000    0.000    0.000 {math.log}
        1    0.000    0.000    0.000    0.000 npyio.py:122(NpzFile)
        1    0.000    0.000    0.000    0.000 plistlib.py:151(DumbXMLWriter)
        1    0.000    0.000    0.000    0.000 arrayterator.py:20(Arrayterator)
        1    0.000    0.000    0.000    0.000 pyparsing.py:205(ParseBaseException)
        1    0.000    0.000    0.000    0.000 core.py:795(_DomainCheckInterval)
        2    0.000    0.000    0.000    0.000 copy_reg.py:27(constructor)
        1    0.000    0.000    0.000    0.000 index_tricks.py:300(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 {math.exp}
       12    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
        6    0.000    0.000    0.000    0.000 pyparsing.py:4296(postParse)
        6    0.000    0.000    0.000    0.000 _type_aliases.py:113(<genexpr>)
        1    0.000    0.000    0.000    0.000 compiler.py:320(DynamicModule)
        1    0.000    0.000    0.000    0.000 tempfile.py:383(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 _datasource.py:269(DataSource)
        1    0.000    0.000    0.000    0.000 __init__.py:303(DistributionNotFound)
        2    0.000    0.000    0.000    0.000 {gc.disable}
       15    0.000    0.000    0.000    0.000 sre_parse.py:217(tell)
        1    0.000    0.000    0.000    0.000 platform.py:367(_popen)
        1    0.000    0.000    0.000    0.000 difflib.py:1670(HtmlDiff)
        1    0.000    0.000    0.000    0.000 feedparser.py:43(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 urlparse.py:73(ResultMixin)
        1    0.000    0.000    0.000    0.000 urllib.py:616(FancyURLopener)
        1    0.000    0.000    0.000    0.000 info.py:184(<module>)
        5    0.000    0.000    0.000    0.000 {method 'acquire' of 'thread.lock' objects}
        1    0.000    0.000    0.000    0.000 ssl.py:345(SSLContext)
        3    0.000    0.000    0.000    0.000 __init__.py:495(CFunctionType)
        4    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.000    0.000 _internal.py:527(_Stream)
        4    0.000    0.000    0.000    0.000 {built-in method unregister}
        1    0.000    0.000    0.000    0.000 runner.py:119(TextTestRunner)
        1    0.000    0.000    0.000    0.000 warnings.py:343(__init__)
        1    0.000    0.000    0.000    0.000 version.py:72(LegacyVersion)
        2    0.000    0.000    0.000    0.000 utils.py:70(__init__)
        1    0.000    0.000    0.000    0.000 records.py:305(recarray)
        1    0.000    0.000    0.000    0.000 core.py:6439(_extrema_operation)
        1    0.000    0.000    0.000    0.000 __init__.py:1408(LoggerAdapter)
        2    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 weakref.py:330(__init__)
        4    0.000    0.000    0.000    0.000 gpuarray.py:1220(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:389(PyDLL)
        1    0.000    0.000    0.000    0.000 __init__.py:1630(EmptyProvider)
        1    0.000    0.000    0.000    0.000 __init__.py:1872(FileMetadata)
        1    0.000    0.000    0.000    0.000 __init__.py:225(LogRecord)
        2    0.000    0.000    0.000    0.000 six.py:60(X)
        9    0.000    0.000    0.000    0.000 _globals.py:77(__repr__)
        1    0.000    0.000    0.000    0.000 case.py:1019(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 records.py:87(format_parser)
        1    0.000    0.000    0.000    0.000 __init__.py:898(FileHandler)
        1    0.000    0.000    0.000    0.000 six.py:169(_SixMetaPathImporter)
        2    0.000    0.000    0.000    0.000 core.py:3365(shape)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3256(ParseExpression)
        1    0.000    0.000    0.000    0.000 six.py:178(__init__)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1275(StructuredVoidFormat)
        1    0.000    0.000    0.000    0.000 requirements.py:57(<lambda>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:200(_concrete_ndptr)
        1    0.000    0.000    0.000    0.000 threading.py:780(_set_ident)
        1    0.000    0.000    0.000    0.000 __init__.py:1849(UniqueNameGenerator)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3203(parseImpl)
        1    0.000    0.000    0.000    0.000 __init__.py:4(VendorImporter)
        2    0.000    0.000    0.000    0.000 _abcoll.py:98(__subclasshook__)
        1    0.000    0.000    0.000    0.000 __init__.py:1396(Table)
        1    0.000    0.000    0.000    0.000 core.py:2378(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        1    0.000    0.000    0.000    0.000 string.py:283(split)
        1    0.000    0.000    0.000    0.000 getlimits.py:293(finfo)
        1    0.000    0.000    0.000    0.000 __init__.py:525(IResourceProvider)
        1    0.000    0.000    0.000    0.000 random.py:807(SystemRandom)
        1    0.000    0.000    0.000    0.000 __init__.py:970(PlaceHolder)
        3    0.000    0.000    0.000    0.000 __init__.py:1957(register_finder)
        3    0.000    0.000    0.000    0.000 __init__.py:101(CFunctionType)
        1    0.000    0.000    0.000    0.000 __init__.py:3097(Requirement)
        1    0.000    0.000    0.000    0.000 threading.py:300(_is_owned)
        6    0.000    0.000    0.000    0.000 core.py:844(__init__)
        4    0.000    0.000    0.000    0.000 __init__.py:344(register_loader_type)
        1    0.000    0.000    0.000    0.000 _datasource.py:627(Repository)
        1    0.000    0.000    0.000    0.000 npyio.py:58(BagObj)
       15    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {_ctypes.set_conversion_mode}
        1    0.000    0.000    0.000    0.000 __init__.py:1017(Manager)
        1    0.000    0.000    0.000    0.000 runner.py:12(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 urllib.py:862(ftpwrapper)
        1    0.000    0.000    0.000    0.000 core.py:975(_MaskedBinaryOperation)
        1    0.000    0.000    0.000    0.000 ssl.py:316(_ASN1Object)
        1    0.000    0.000    0.000    0.000 plistlib.py:331(Plist)
        2    0.000    0.000    0.000    0.000 {select.poll}
        4    0.000    0.000    0.000    0.000 pyparsing.py:4383(postParse)
        1    0.000    0.000    0.000    0.000 __init__.py:907(subscribe)
        1    0.000    0.000    0.000    0.000 numeric.py:2653(<dictcomp>)
        2    0.000    0.000    0.000    0.000 arrayprint.py:450(_recursive_guard)
        2    0.000    0.000    0.000    0.000 {numpy.core._multiarray_umath.set_string_function}
        4    0.000    0.000    0.000    0.000 pyparsing.py:666(<lambda>)
        2    0.000    0.000    0.000    0.000 index_tricks.py:726(__init__)
        4    0.000    0.000    0.000    0.000 {method 'release' of 'thread.lock' objects}
